Timestamp,Transaction Type,Asset,Quantity Transacted,Spot Price Currency,Spot Price at Transaction,Subtotal,Total (inclusive of fees),Fees,Notes
2017-08-26T17:51:24Z,Send,BTC,0.0606966,GBP,3335.81,"","","",Sent 0.0606966 BTC to 3KAm4bntjfGrFcGxsHVszwiE6nXiMkKczq
2017-08-29T14:41:31Z,Send,BTC,0.02815826,GBP,3536.50,"","","",Sent 0.02815826 BTC to 3DeSK46Cses9bqdZjTYXbstZdb5RhtRw5j
2017-09-21T12:14:41Z,Buy,BTC,0.002585,GBP,2869.92,7.42,7.42,0.00,Bought 0.002585 BTC for Â£7.42 GBP
2017-09-26T21:22:27Z,Buy,BTC,0.03366119,GBP,2970.78,100.00,103.99,3.99,Bought 0.03366119 BTC for Â£103.99 GBP
2017-09-27T22:01:12Z,Send,BTC,0.02933756,GBP,3121.09,"","","",Sent 0.02933756 BTC to 37WkyVZ2p1S4bWX6DAY9Rs7bZbnYZxqUFt
2017-10-17T12:37:53Z,Send,BTC,0.00438905,GBP,4208.22,"","","",Sent 0.00438905 BTC to 33kmYecq3wpqa8VtAXrEijCx3uoJbUHjy1
2017-10-26T22:32:09Z,Buy,BTC,0.02331997,GBP,4536.03,105.78,110.00,4.22,Bought 0.02331997 BTC for Â£110.00 GBP
2017-10-26T22:34:43Z,Send,BTC,0.0225188,GBP,4467.96,"","","",Sent 0.0225188 BTC to 36s4t3X1EdNaVi5NdJ9LoTFQBUGGFGpZST
2017-11-12T22:25:09Z,Buy,BTC,0.03217745,GBP,4482.64,144.24,150.00,5.76,Bought 0.03217745 BTC for Â£150.00 GBP
2017-11-19T11:41:23Z,Send,BTC,0.0341389,GBP,5870.39,"","","",Sent 0.0341389 BTC to 3KAm4bntjfGrFcGxsHVszwiE6nXiMkKczq
2017-11-27T13:10:12Z,Buy,BTC,0.001025,GBP,7303.68,7.49,7.49,0.00,Bought 0.001025 BTC for Â£7.49 GBP
2017-11-29T18:33:52Z,Buy,BTC,0.00894079,GBP,8054.10,72.01,75.00,2.99,Bought 0.00894079 BTC for Â£75.00 GBP
2017-12-02T15:54:13Z,Send,BTC,0.01169953,GBP,8009.69,"","","",Sent 0.01169953 BTC to 3NVXKQY3mkYJDyecPx9XEvcaVMgwFRsiGs
2017-12-04T00:43:06Z,Buy,BTC,0.0055351,GBP,8673.74,48.01,50.00,1.99,Bought 0.0055351 BTC for Â£50.00 GBP
2017-12-06T12:00:16Z,Buy,BTC,0.00078,GBP,9595.27,7.48,7.48,0.00,Bought 0.00078 BTC for Â£7.48 GBP
2017-12-08T11:24:37Z,Buy,BTC,0.000662,GBP,11211.50,7.42,7.42,0.00,Bought 0.000662 BTC for Â£7.42 GBP
2017-12-08T16:59:14Z,Buy,BTC,0.00399349,GBP,12022.07,48.01,50.00,1.99,Bought 0.00399349 BTC for Â£50.00 GBP
2017-12-14T19:46:41Z,Buy,BTC,0.0226384,GBP,12743.39,288.49,300.00,11.51,Bought 0.0226384 BTC for Â£300.00 GBP
2017-12-14T19:50:57Z,Send,BTC,0.02653273,GBP,12510.59,"","","",Sent 0.02653273 BTC to 1NqH8GHDnFXHSkamEuHEk7F5zSvYogWxTd
2017-12-20T07:48:31Z,Buy,BTC,0.01131376,GBP,12749.08,144.24,150.00,5.76,Bought 0.01131376 BTC for Â£150.00 GBP
2017-12-22T15:09:44Z,Buy,BTC,0.01564408,GBP,9220.10,144.24,150.00,5.76,Bought 0.01564408 BTC for Â£150.00 GBP
2018-01-03T20:50:22Z,Send,BTC,0.017245,GBP,11001.08,"","","",Sent 0.017245 BTC to 1MKMTxq7JfWSzjdm1dEpsLTAVv7bkFWKh7
2018-01-04T20:08:46Z,Send,BTC,0.01761563,GBP,11066.18,"","","",Sent 0.01761563 BTC to 1EHe1CPCqsDT9w3YikAB34azoQ7arTYwCp
2018-01-11T22:14:37Z,Buy,BTC,0.01423297,GBP,10134.22,144.24,150.00,5.76,Bought 0.01423297 BTC for Â£150.00 GBP
2018-01-16T08:57:40Z,Buy,BTC,0.01579877,GBP,9129.82,144.24,150.00,5.76,Bought 0.01579877 BTC for Â£150.00 GBP
2018-01-16T20:38:01Z,Send,BTC,0.03003174,GBP,8262.09,"","","",Sent 0.03003174 BTC to 1EHe1CPCqsDT9w3YikAB34azoQ7arTYwCp
2018-01-16T22:43:03Z,Buy,BTC,0.01209656,GBP,7949.37,96.16,100.00,3.84,Bought 0.01209656 BTC for Â£100.00 GBP
2018-01-17T22:16:20Z,Buy,BTC,0.00087,GBP,8310.65,7.23,7.23,0.00,Bought 0.00087 BTC for Â£7.23 GBP
2018-01-17T23:10:42Z,Buy,BTC,0.06048772,GBP,7949.05,480.82,500.00,19.18,Bought 0.06048772 BTC for Â£500.00 GBP
2018-01-17T23:21:45Z,Send,BTC,0.06048772,GBP,7893.09,"","","",Sent 0.06048772 BTC to 1JSwQnDWCnu93hL4TGfauZqA8w4tGfrELb
2018-01-19T18:42:06Z,Buy,BTC,0.23493357,GBP,8186.40,1923.26,2000.00,76.74,"Bought 0.23493357 BTC for Â£2,000.00 GBP"
2018-01-23T17:51:45Z,Send,BTC,0.23493357,GBP,7991.96,"","","",Sent 0.23493357 BTC to 1JSwQnDWCnu93hL4TGfauZqA8w4tGfrELb
2018-01-24T23:31:07Z,Buy,BTC,0.01806449,GBP,7984.73,144.24,150.00,5.76,Bought 0.01806449 BTC for Â£150.00 GBP
2018-01-24T23:38:18Z,Send,BTC,0.031,GBP,7865.16,"","","",Sent 0.0310 BTC to 1HTjpbw8Tbrwh5NGcsKtwUq1FMLBoXnQ6K
2018-01-30T13:57:10Z,Buy,BTC,0.04176023,GBP,7599.10,317.34,330.00,12.66,Bought 0.04176023 BTC for Â£330.00 GBP
2018-01-30T23:14:47Z,Send,BTC,0.027,GBP,7093.82,"","","",Sent 0.0270 BTC to 1EHe1CPCqsDT9w3YikAB34azoQ7arTYwCp
2018-01-30T23:21:46Z,Send,BTC,0.01479128,GBP,7059.43,"","","",Sent 0.01479128 BTC to 1MKMTxq7JfWSzjdm1dEpsLTAVv7bkFWKh7
2018-02-12T14:38:46Z,Buy,BTC,0.0167626,GBP,6310.48,105.78,110.00,4.22,Bought 0.0167626 BTC for Â£110.00 GBP
2018-02-12T14:44:38Z,Send,BTC,0.0167626,GBP,6205.64,"","","",Sent 0.0167626 BTC to 1MKMTxq7JfWSzjdm1dEpsLTAVv7bkFWKh7
2018-02-13T18:47:27Z,Buy,BTC,0.03334492,GBP,6344.59,211.56,220.00,8.44,Bought 0.03334492 BTC for Â£220.00 GBP
2018-02-13T18:55:49Z,Send,BTC,0.03334492,GBP,6222.77,"","","",Sent 0.03334492 BTC to 1MKMTxq7JfWSzjdm1dEpsLTAVv7bkFWKh7
2018-02-27T17:17:23Z,Buy,BTC,0.03106783,GBP,7738.23,240.41,250.00,9.59,Bought 0.03106783 BTC for Â£250.00 GBP
2018-02-27T17:24:25Z,Send,BTC,0.03106783,GBP,7627.73,"","","",Sent 0.03106783 BTC to 1MKMTxq7JfWSzjdm1dEpsLTAVv7bkFWKh7
2018-05-06T06:19:55Z,Buy,BTC,0.01343875,GBP,7155.43,96.16,100.00,3.84,Bought 0.01343875 BTC for Â£100.00 GBP
2018-05-06T07:22:26Z,Buy,BTC,0.01340643,GBP,7172.68,96.16,100.00,3.84,Bought 0.01340643 BTC for Â£100.00 GBP
2018-05-12T15:28:46Z,Send,BTC,0.0268,GBP,6231.24,"","","",Sent 0.0268 BTC to 1MKMTxq7JfWSzjdm1dEpsLTAVv7bkFWKh7
2018-06-24T07:30:02Z,Buy,BTC,0.01602718,GBP,4492.99,72.01,75.00,2.99,Bought 0.01602718 BTC for Â£75.00 GBP
2018-06-25T22:13:11Z,Send,BTC,0.016,GBP,4723.31,"","","",Sent 0.0160 BTC to 1EHe1CPCqsDT9w3YikAB34azoQ7arTYwCp
2018-07-24T21:49:45Z,Buy,BTC,0.0242433,GBP,6346.50,153.86,160.00,6.14,Bought 0.0242433 BTC for Â£160.00 GBP
2018-07-24T22:02:41Z,Send,BTC,0.02431566,GBP,6275.44,"","","",Sent 0.02431566 BTC to 1HTjpbw8Tbrwh5NGcsKtwUq1FMLBoXnQ6K
2018-07-25T19:13:56Z,Buy,BTC,0.02324268,GBP,6205.82,144.24,150.00,5.76,Bought 0.02324268 BTC for Â£150.00 GBP
2018-07-25T19:25:43Z,Send,BTC,0.02324268,GBP,6150.03,"","","",Sent 0.02324268 BTC to 1MKMTxq7JfWSzjdm1dEpsLTAVv7bkFWKh7
2018-08-01T06:11:59Z,Buy,BTC,0.01660044,GBP,5792.62,96.16,100.00,3.84,Bought 0.01660044 BTC for Â£100.00 GBP
2018-08-04T14:52:38Z,Buy,BTC,0.02653951,GBP,5487.29,145.63,150.00,4.37,Bought 0.02653951 BTC for Â£150.00 GBP
2018-08-05T13:09:31Z,Buy,BTC,0.01777785,GBP,5461.29,97.09,100.00,2.91,Bought 0.01777785 BTC for Â£100.00 GBP
2018-08-08T05:47:17Z,Buy,BTC,0.01908629,GBP,5086.90,97.09,100.00,2.91,Bought 0.01908629 BTC for Â£100.00 GBP
2018-08-09T21:23:45Z,Send,BTC,0.06,GBP,5133.81,"","","",Sent 0.0600 BTC to 1EHe1CPCqsDT9w3YikAB34azoQ7arTYwCp
2018-08-19T18:41:22Z,Buy,BTC,0.00949617,GBP,5055.72,48.01,50.00,1.99,Bought 0.00949617 BTC for Â£50.00 GBP
2018-09-07T11:37:08Z,Buy,BTC,0.05978008,GBP,4944.79,295.60,300.00,4.40,Bought 0.05978008 BTC for Â£300.00 GBP
2018-10-02T21:39:57Z,Send,BTC,0.03930468,GBP,5023.24,"","","",Sent 0.03930468 BTC to 1EHe1CPCqsDT9w3YikAB34azoQ7arTYwCp
2018-10-19T15:31:44Z,Send,BTC,0.041,GBP,4894.33,"","","",Sent 0.0410 BTC to 1EHe1CPCqsDT9w3YikAB34azoQ7arTYwCp
2018-11-15T13:17:52Z,Buy,BTC,0.02244498,GBP,4284.25,96.16,100.00,3.84,Bought 0.02244498 BTC for Â£100.00 GBP
2018-11-22T23:52:58Z,Buy,BTC,0.03144484,GBP,3363.99,105.78,110.00,4.22,Bought 0.03144484 BTC for Â£110.00 GBP
2019-04-04T19:41:42Z,Send,BTC,0.06286548,GBP,3715.95,"","","",Sent 0.06286548 BTC to 1EHe1CPCqsDT9w3YikAB34azoQ7arTYwCp
2019-04-08T19:56:18Z,Send,BTC,0.04480034,GBP,3986.36,"","","",Sent 0.04480034 BTC to 1EHe1CPCqsDT9w3YikAB34azoQ7arTYwCp
2019-04-16T15:03:57Z,Send,BTC,0.02576051,GBP,3877.30,"","","",Sent 0.02576051 BTC to 1EHe1CPCqsDT9w3YikAB34azoQ7arTYwCp
2019-04-22T14:00:15Z,Send,BTC,0.03664964,GBP,4084.23,"","","",Sent 0.03664964 BTC to 1EHe1CPCqsDT9w3YikAB34azoQ7arTYwCp
2019-04-29T18:28:12Z,Send,BTC,0.01381077,GBP,3975.98,"","","",Sent 0.01381077 BTC to 1EHe1CPCqsDT9w3YikAB34azoQ7arTYwCp
2019-05-27T09:00:11Z,Send,BTC,0.00728501,GBP,6876.82,"","","",Sent 0.00728501 BTC to 1G3JZSiZDyQvScatze22xqNozRk93ojNJR
2019-05-27T14:10:37Z,Send,BTC,0.001306,GBP,6929.08,"","","",Sent 0.001306 BTC to Coinbase Card Settlement Account
2019-05-27T15:30:34Z,Send,BTC,0.001286,GBP,6990.86,"","","",Sent 0.001286 BTC to Coinbase Card Settlement Account
2019-06-06T23:33:09Z,Send,BTC,0.01639796,GBP,6089.60,"","","",Sent 0.01639796 BTC to 1EHe1CPCqsDT9w3YikAB34azoQ7arTYwCp
2019-06-09T11:21:27Z,Send,BTC,0.00160823,GBP,6197.66,"","","",Sent 0.00160823 BTC to 3EVLxuweNb3MUe4heRa1fi3mm2rt72zA5o
2019-06-09T11:41:49Z,Send,BTC,0.00160631,GBP,6207.36,"","","",Sent 0.00160631 BTC to 3EVLxuweNb3MUe4heRa1fi3mm2rt72zA5o
2019-06-09T11:51:43Z,Send,BTC,0.01287685,GBP,6205.63,"","","",Sent 0.01287685 BTC to 3EVLxuweNb3MUe4heRa1fi3mm2rt72zA5o
2019-06-15T19:40:13Z,Send,BTC,0.002698,GBP,7046.86,"","","",Sent 0.002698 BTC to Coinbase Card Settlement Account
2019-06-15T20:41:58Z,Send,BTC,0.003164,GBP,7014.14,"","","",Sent 0.003164 BTC to Coinbase Card Settlement Account
2019-06-15T22:58:54Z,Send,BTC,0.000778,GBP,7017.48,"","","",Sent 0.000778 BTC to Coinbase Card Settlement Account
2019-06-16T07:00:51Z,Send,BTC,0.001859,GBP,7394.35,"","","",Sent 0.001859 BTC to Coinbase Card Settlement Account
2019-06-16T14:56:29Z,Send,BTC,0.006161,GBP,7368.31,"","","",Sent 0.006161 BTC to Coinbase Card Settlement Account
2019-06-21T13:11:37Z,Send,BTC,0.004307,GBP,7785.75,"","","",Sent 0.004307 BTC to Coinbase Card Settlement Account
2019-06-22T09:05:09Z,Send,BTC,0.00461,GBP,8479.77,"","","",Sent 0.00461 BTC to Coinbase Card Settlement Account
2019-06-26T08:28:49Z,Receive,BTC,0.01313699,GBP,9898.60,"","","",Received 0.01313699 BTC from an external account
2019-06-26T17:59:47Z,Send,BTC,0.000779,GBP,10624.18,"","","",Sent 0.000779 BTC to Coinbase Card Settlement Account
2019-08-23T07:59:18Z,Buy,BTC,0.00288638,GBP,8450.03,24.39,25.00,0.610000,Bought 0.00288638 BTC for Â£25.00 GBP
2019-08-24T08:47:55Z,Buy,BTC,0.00293583,GBP,8307.70,24.39,25.00,0.610000,Bought 0.00293583 BTC for Â£25.00 GBP
2019-08-26T07:32:32Z,Buy,BTC,0.00633882,GBP,8465.30,53.66,55.00,1.34,Bought 0.00633882 BTC for Â£55.00 GBP
2019-08-29T05:02:27Z,Buy,BTC,0.00307849,GBP,7922.72,24.39,25.00,0.610000,Bought 0.00307849 BTC for Â£25.00 GBP
2019-09-21T19:16:05Z,Buy,BTC,0.00302849,GBP,8053.52,24.39,25.00,0.610000,Bought 0.00302849 BTC for Â£25.00 GBP
2019-09-23T07:40:38Z,Buy,BTC,0.00304682,GBP,8005.07,24.39,25.00,0.610000,Bought 0.00304682 BTC for Â£25.00 GBP
2019-09-24T22:05:51Z,Buy,BTC,0.00346154,GBP,7046.00,24.39,25.00,0.610000,Bought 0.00346154 BTC for Â£25.00 GBP
2019-10-30T22:35:49Z,Send,BTC,0.01402298,GBP,7104.48,"","","",Sent 0.01402298 BTC to 1EHe1CPCqsDT9w3YikAB34azoQ7arTYwCp
2019-11-18T22:19:48Z,Send,BTC,0.00786685,GBP,6327.22,"","","",Sent 0.00786685 BTC to 1EHe1CPCqsDT9w3YikAB34azoQ7arTYwCp
2019-11-18T22:24:58Z,Send,BTC,0.00789622,GBP,6325.55,"","","",Sent 0.00789622 BTC to 3BFERpuWcKW98ugiDqpzB9KAFuJjBELR58
2021-02-16T18:49:19Z,Send,BTC,0.00103612,GBP,34890.33,"","","",Sent 0.00103612 BTC to 12RUHxG41FhnaKE9Z5tDuX1x53VnMQcw84
2021-02-16T19:38:16Z,Send,BTC,0.0200361,GBP,34868.09,"","","",Sent 0.0200361 BTC to 12RUHxG41FhnaKE9Z5tDuX1x53VnMQcw84
2021-05-15T03:22:44Z,Receive,BTC,0.0002,GBP,35371.80,"","","",Received 0.0002 BTC from Coinbase Referral
2018-10-27T07:24:57Z,Buy,BCH,0.28228587,GBP,340.65,96.16,100.00,3.84,Bought 0.28228587 BCH for Â£100.00 GBP
2018-11-30T06:35:43Z,Buy,BCH,0.32,GBP,145.19,46.46,48.45,1.99,Bought 0.3200 BCH for Â£48.45 GBP
2019-09-21T19:37:47Z,Buy,BCH,0.09707463,GBP,251.25,24.39,25.00,0.610000,Bought 0.09707463 BCH for Â£25.00 GBP
2019-09-24T22:07:13Z,Buy,BCH,0.11611797,GBP,210.05,24.39,25.00,0.610000,Bought 0.11611797 BCH for Â£25.00 GBP
2019-02-13T01:51:36Z,Buy,BSV,0.38482208,GBP,50.76,19.53,19.53,0.00,Bought 0.38482208 BSV for Â£19.53 GBP
2017-08-15T16:15:31Z,Buy,ETH,1.37254504,GBP,218.57,300.00,311.97,11.97,Bought 1.37254504 ETH for Â£311.97 GBP
2017-10-01T13:54:30Z,Buy,ETH,0.49479355,GBP,222.31,110.00,114.39,4.39,Bought 0.49479355 ETH for Â£114.39 GBP
2017-10-20T07:55:54Z,Buy,ETH,0.6161041,GBP,234.12,144.24,150.00,5.76,Bought 0.6161041 ETH for Â£150.00 GBP
2017-11-29T18:39:35Z,Buy,ETH,0.19759372,GBP,364.43,72.01,75.00,2.99,Bought 0.19759372 ETH for Â£75.00 GBP
2017-12-03T23:48:29Z,Buy,ETH,0.13878142,GBP,345.94,48.01,50.00,1.99,Bought 0.13878142 ETH for Â£50.00 GBP
2018-01-17T11:04:11Z,Buy,ETH,0.22163386,GBP,650.80,144.24,150.00,5.76,Bought 0.22163386 ETH for Â£150.00 GBP
2018-01-18T23:03:58Z,Buy,ETH,0.98133362,GBP,734.94,721.22,750.00,28.78,Bought 0.98133362 ETH for Â£750.00 GBP
2018-02-01T23:48:39Z,Send,ETH,0.28133362,GBP,712.08,"","","",Sent 0.28133362 ETH to 0x52Ddb7Be5982f66731330754ed6FAc9d89FB90cc
2018-02-02T00:07:15Z,Send,ETH,0.7,GBP,713.38,"","","",Sent 0.7000 ETH to 0x52Ddb7Be5982f66731330754ed6FAc9d89FB90cc
2018-02-04T22:16:21Z,Buy,ETH,0.12297081,GBP,585.59,72.01,75.00,2.99,Bought 0.12297081 ETH for Â£75.00 GBP
2018-02-06T23:34:15Z,Send,ETH,0.5076416,GBP,563.36,"","","",Sent 0.5076416 ETH to 0x330d255248184ceb6ad3d8d1543d989a8a017512
2018-02-17T23:38:48Z,Send,ETH,0.15,GBP,695.26,"","","",Sent 0.1500 ETH to 0xcd684a8d9a18f83b4121bd020ab1c28807c6ae6c
2018-02-17T23:58:23Z,Send,ETH,0.12,GBP,694.91,"","","",Sent 0.1200 ETH to 0xf4c1b0d86cb85f5dcc683ff6707a020c27d27afb
2018-02-18T00:19:39Z,Send,ETH,0.23,GBP,693.06,"","","",Sent 0.2300 ETH to 0xf4c1b0d86cb85f5dcc683ff6707a020c27d27afb
2018-07-24T06:55:04Z,Buy,ETH,0.26921256,GBP,357.19,96.16,100.00,3.84,Bought 0.26921256 ETH for Â£100.00 GBP
2018-08-14T21:12:28Z,Buy,ETH,0.23272473,GBP,206.30,48.01,50.00,1.99,Bought 0.23272473 ETH for Â£50.00 GBP
2018-08-16T12:40:38Z,Buy,ETH,0.5,GBP,229.50,114.75,119.33,4.58,Bought 0.5000 ETH for Â£119.33 GBP
2018-08-19T18:43:25Z,Buy,ETH,0.5,GBP,232.22,116.11,120.74,4.63,Bought 0.5000 ETH for Â£120.74 GBP
2018-09-04T18:12:33Z,Buy,ETH,0.5,GBP,225.78,112.89,117.39,4.50,Bought 0.5000 ETH for Â£117.39 GBP
2018-09-05T16:26:56Z,Buy,ETH,0.5,GBP,197.52,98.76,102.70,3.94,Bought 0.5000 ETH for Â£102.70 GBP
2018-09-07T14:54:17Z,Buy,ETH,0.39,GBP,169.00,65.91,68.90,2.99,Bought 0.3900 ETH for Â£68.90 GBP
2018-11-14T11:22:17Z,Buy,ETH,0.5,GBP,155.46,77.73,80.83,3.10,Bought 0.5000 ETH for Â£80.83 GBP
2018-11-22T10:40:20Z,Buy,ETH,0.5,GBP,104.26,52.13,55.12,2.99,Bought 0.5000 ETH for Â£55.12 GBP
2019-04-11T20:12:18Z,Send,ETH,0.03918791,GBP,127.10,"","","",Sent 0.03918791 ETH to Coinbase Card Settlement Account
2019-09-21T19:17:31Z,Buy,ETH,0.15672574,GBP,174.32,27.32,28.00,0.680000,Bought 0.15672574 ETH for Â£28.00 GBP
2019-09-24T22:08:55Z,Buy,ETH,0.1771047,GBP,137.72,24.39,25.00,0.610000,Bought 0.1771047 ETH for Â£25.00 GBP
2020-04-19T11:54:13Z,Send,ETH,0.034,GBP,146.23,"","","",Sent 0.0340 ETH to 0x598274D6697B1E08D7bD9C589A4251d166bE3Ca6
2018-08-17T10:06:35Z,Buy,ETC,10.0,GBP,10.98,109.82,114.20,4.38,Bought 10.0000 ETC for Â£114.20 GBP
2019-04-03T20:45:41Z,Receive,ETC,2.99,GBP,4.59,"","","",Received 2.9900 ETC from an external account
2019-05-02T22:08:17Z,Receive,ETC,2.99,GBP,4.37,"","","",Received 2.9900 ETC from an external account
2017-09-21T20:56:35Z,Buy,LTC,4.00177623,GBP,34.98,140.00,145.59,5.59,Bought 4.00177623 LTC for Â£145.59 GBP
2017-12-20T07:53:00Z,Buy,LTC,0.1955301,GBP,245.54,48.01,50.00,1.99,Bought 0.1955301 LTC for Â£50.00 GBP
2017-12-24T21:50:58Z,Buy,LTC,0.23605585,GBP,203.38,48.01,50.00,1.99,Bought 0.23605585 LTC for Â£50.00 GBP
2018-01-12T07:27:44Z,Buy,LTC,0.55364619,GBP,173.68,96.16,100.00,3.84,Bought 0.55364619 LTC for Â£100.00 GBP
2018-01-16T08:56:10Z,Buy,LTC,1.01655163,GBP,151.35,153.86,160.00,6.14,Bought 1.01655163 LTC for Â£160.00 GBP
2018-01-26T01:10:29Z,Buy,LTC,1.0,GBP,127.83,127.83,132.93,5.10,Bought 1.0000 LTC for Â£132.93 GBP
2018-02-01T23:14:47Z,Buy,LTC,1.0,GBP,98.54,98.54,102.47,3.93,Bought 1.0000 LTC for Â£102.47 GBP
2018-02-17T11:52:17Z,Send,LTC,0.5,GBP,161.74,"","","",Sent 0.5000 LTC to LPibMrsid1Hbei17J7yBV24ojyu52hjegM
2018-02-17T12:07:59Z,Send,LTC,0.5,GBP,161.81,"","","",Sent 0.5000 LTC to LKtmzCUGKjYLwTFqaFSzUs443izZumELrW
2018-02-17T23:14:13Z,Send,LTC,2.0,GBP,164.47,"","","",Sent 2.0000 LTC to LWJaPpfeP2KhB7Fb3QaNupHbHEwjAFmMZz
2018-02-17T23:19:16Z,Send,LTC,2.0,GBP,164.35,"","","",Sent 2.0000 LTC to LbZonKQ9YMseLwcb4Wm1wn9nhJPf9oLjQG
2018-06-12T23:10:56Z,Buy,LTC,1.00191812,GBP,74.87,75.01,78.00,2.99,Bought 1.00191812 LTC for Â£78.00 GBP
2018-08-15T21:17:40Z,Buy,LTC,1.0,GBP,44.19,44.19,46.18,1.99,Bought 1.0000 LTC for Â£46.18 GBP
2018-09-05T11:55:27Z,Buy,LTC,1.0,GBP,49.11,49.11,51.10,1.99,Bought 1.0000 LTC for Â£51.10 GBP
2018-10-23T23:16:57Z,Buy,LTC,1.0,GBP,40.60,40.60,42.59,1.99,Bought 1.0000 LTC for Â£42.59 GBP
2018-11-21T12:50:11Z,Buy,LTC,1.0,GBP,26.58,26.58,28.57,1.99,Bought 1.0000 LTC for Â£28.57 GBP
2019-09-24T22:10:06Z,Buy,LTC,0.52056321,GBP,46.85,24.39,25.00,0.610000,Bought 0.52056321 LTC for Â£25.00 GBP
2019-04-03T20:52:57Z,Receive,ZRX,298.0,GBP,0.290000,"","","",Received 298.0000 ZRX from an external account
2020-02-27T22:46:51Z,Buy,ZRX,255.86292866,GBP,0.187600,48.01,50.00,1.99,Bought 255.86292866 ZRX for Â£50.00 GBP
2020-06-07T14:15:28Z,Buy,ZRX,192.65256444,GBP,0.249200,48.01,50.00,1.99,Bought 192.65256444 ZRX for Â£50.00 GBP
2021-03-02T19:35:52Z,Buy,MANA,256.55312771,GBP,0.187100,48.01,50.00,1.99,Bought 256.55312771 MANA for Â£50.00 GBP
2021-10-22T10:03:52Z,Buy,MANA,82.31248465,GBP,0.583300,48.01,50.00,1.99,Bought 82.31248465 MANA for Â£50.00 GBP
2019-12-17T20:15:31Z,Buy,LINK,20.0,GBP,1.33,26.67,28.66,1.99,Bought 20.0000 LINK for Â£28.66 GBP
2020-10-13T12:11:48Z,Coinbase Earn,MKR,0.0034359,GBP,446.57,1.53,1.53,0.00,Received 0.0034359 MKR from Coinbase Earn
2020-10-13T12:14:07Z,Coinbase Earn,MKR,0.0034359,GBP,446.57,1.53,1.53,0.00,Received 0.0034359 MKR from Coinbase Earn
2020-10-13T12:16:53Z,Coinbase Earn,MKR,0.00342915,GBP,448.36,1.54,1.54,0.00,Received 0.00342915 MKR from Coinbase Earn
2019-06-23T21:38:53Z,Coinbase Earn,DAI,2.00174452,GBP,0.780000,1.56,1.56,0.00,Received 2.00174452 DAI from Coinbase Earn
2019-06-23T21:42:01Z,Coinbase Earn,DAI,2.00193487,GBP,0.780000,1.56,1.56,0.00,Received 2.00193487 DAI from Coinbase Earn
2019-06-23T21:44:50Z,Coinbase Earn,DAI,2.0027588,GBP,0.780000,1.56,1.56,0.00,Received 2.0027588 DAI from Coinbase Earn
2020-08-06T18:41:54Z,Rewards Income,DAI,0.00032588,GBP,0.770000,0.00,0.00,0.00,Received 0.00032588 DAI from Coinbase Rewards
2020-08-07T18:57:58Z,Rewards Income,DAI,0.00032588,GBP,0.780000,0.00,0.00,0.00,Received 0.00032588 DAI from Coinbase Rewards
2020-08-08T18:43:04Z,Rewards Income,DAI,0.00032588,GBP,0.780000,0.00,0.00,0.00,Received 0.00032588 DAI from Coinbase Rewards
2020-08-09T17:57:28Z,Rewards Income,DAI,0.00032588,GBP,0.780000,0.00,0.00,0.00,Received 0.00032588 DAI from Coinbase Rewards
2020-08-10T19:08:06Z,Rewards Income,DAI,0.00032588,GBP,0.780000,0.00,0.00,0.00,Received 0.00032588 DAI from Coinbase Rewards
